Title,Abstract,Publication Date,Journal,Link,Authors,Citations,Cleaned_Abstract,Abstract_Spacy
The Handbook of Formal Methods in HumanComputer Interaction,"This book provides a comprehensive collection of methods and approaches for using formal within Human-Computer Interaction (HCI) research, the use which is prerequisite usability",01-01-2017,HumanComputer Interaction Series,https://doi.org/10.1007/978-3-319-51838-1,"Benjamin Weyers, Judy Bowen, Alan Dix, Philippe Palanque",57,This book provides a comprehensive collection of methods and approaches for using formal within HumanComputer Interaction HCI research the use which is prerequisite usability,book provide comprehensive collection method approach formal humancomputer interaction hci research use prerequisite usability
Simulated Perceptual Grouping An Application to HumanComputer Interaction,"The perceptual principles that allow people to group visually similar objects into entities, or groups, have been called the Gestalt Laws of perception. Two well known grouping are proximity and similarity: lie close together perceived fall groups; shape, size color more likely form groups than differing along these dimensions. While primary function ""laws"" is help us perceive world, they also enter our communications. People can build on assumptions about each other's perception world as a basis for simplifying discourse: example, we invariably refer collections simply by gesturing in their direction uttering ""those."" current work describes an algorithm simulates parts visual mechanism at object level. system uses feature spaces simple ranking methods produce groupings. Computational aspects this described detail its enhancing multi-modal interfaces explained.",23-05-2019,Proceedings of the Sixteenth Annual Conference of the Cognitive Science Society,https://doi.org/10.4324/9781315789354-152,Kristinn R. Þórisson,66,The perceptual principles that allow people to group visually similar objects into entities or groups have been called the Gestalt Laws of perception Two well known grouping are proximity and similarity lie close together perceived fall groups shape size color more likely form groups than differing along these dimensions While primary function laws is help us perceive world they also enter our communications People can build on assumptions about each others perception world as a basis for simplifying discourse example we invariably refer collections simply by gesturing in their direction uttering those current work describes an algorithm simulates parts visual mechanism at object level system uses feature spaces simple ranking methods produce groupings Computational aspects this described detail its enhancing multimodal interfaces explained,perceptual principle allow people group visually similar object entity group call gestalt law perception know grouping proximity similarity lie close perceive fall group shape size color likely form group differ dimension primary function law help perceive world enter communication people build assumption perception world basis simplify discourse example invariably refer collection simply gesture direction utter current work describe algorithm simulate part visual mechanism object level system use feature space simple rank method produce grouping computational aspect describe detail enhance multimodal interface explain
Production logistics and humancomputer interactionstateoftheart challenges and requirements for the future,"Current concept, development, and testing applications in production concerning Cyber-Physical Systems (CPS), Industry 4.0 (I40), Internet of Things (IoT) are mainly addressing fully autonomous systems, fostered by an increase available technologies regarding distributed decision-making, sensors, actuators for robotics systems. This is applied also to logistics settings with a multitude transport tasks, e.g., between warehousing or material supply stations locations within larger sites as example the automotive industry. In most cases, mixed environments where automated systems humans collaborate (e.g., cobots) not center analysis development endeavors although worker’s adoption acceptance new crucial relevance. From interdisciplinary research perspective, this constitutes important gap, future challenges successful will rely on human-computer interaction (HCI) connection efficient collaboration motivated workers, robotics, transportation We develop HCI efficiency description based consisting three interdependent parts: (i) literature review process study, (ii) computer science simulation study existing traffic control algorithm applicable specific inclusion human actors, (iii) work automation referring theoretical foundations empirical findings management workers digital settings. conclude practical implications discuss avenues business applications.",12-05-2019,The International Journal of Advanced Manufacturing Technology,https://doi.org/10.1007/s00170-019-03785-0,"Matthias Klumpp, Marc Hesenius, Ole Meyer, Caroline Ruiner, Volker Gruhn",86,Current concept development and testing applications in production concerning CyberPhysical Systems CPS Industry 40 I40 Internet of Things IoT are mainly addressing fully autonomous systems fostered by an increase available technologies regarding distributed decisionmaking sensors actuators for robotics systems This is applied also to logistics settings with a multitude transport tasks eg between warehousing or material supply stations locations within larger sites as example the automotive industry In most cases mixed environments where automated systems humans collaborate eg cobots not center analysis development endeavors although workers adoption acceptance new crucial relevance From interdisciplinary research perspective this constitutes important gap future challenges successful will rely on humancomputer interaction HCI connection efficient collaboration motivated workers robotics transportation We develop HCI efficiency description based consisting three interdependent parts i literature review process study ii computer science simulation study existing traffic control algorithm applicable specific inclusion human actors iii work automation referring theoretical foundations empirical findings management workers digital settings conclude practical implications discuss avenues business applications,current concept development testing application production concern cyberphysical system cp industry internet thing iot mainly address fully autonomous system foster increase available technology distribute decisionmake sensor actuator robotic system apply logistic setting multitude transport task eg warehousing material supply station location large site example automotive industry case mixed environment automate system human collaborate eg cobot center analysis development endeavor worker adoption acceptance new crucial relevance interdisciplinary research perspective constitute important gap future challenge successful rely humancomputer interaction hci connection efficient collaboration motivate worker robotic transportation develop hci efficiency description base consist interdependent part literature review process study ii computer science simulation study exist traffic control algorithm applicable specific inclusion human actor iii work automation refer theoretical foundation empirical finding management worker digital setting conclude practical implication discuss avenue business application
From Tool to Partner The Evolution of HumanComputer Interaction,"This is the first comprehensive history of human-computer interaction (HCI). Whether you are a user-experience professional or an academic researcher, whether identify with computer science,human",03-01-2017,Synthesis Lectures on HumanCentered Informatics,https://doi.org/10.2200/s00745ed1v01y201612hci035,Jonathan Grudin,61,This is the first comprehensive history of humancomputer interaction HCI Whether you are a userexperience professional or an academic researcher whether identify with computer sciencehuman,comprehensive history humancomputer interaction hci userexperience professional academic researcher identify computer sciencehuman
New Directions in Music and HumanComputer Interaction,This book on music and human-computer interaction (HCI) explores how new directions developments in these two fields are changing the relationships between them. New theories technologies have emerged that present fresh challenges novel perspectives.,01-01-2019,Springer Series on Cultural Computing,https://doi.org/10.1007/978-3-319-92069-6,"Simon Holland, Tom Mudd, Katie Wilkie-McKenna, Andrew McPherson, Marcelo M. Wanderley",53,This book on music and humancomputer interaction HCI explores how new directions developments in these two fields are changing the relationships between them New theories technologies have emerged that present fresh challenges novel perspectives,book music humancomputer interaction hci explore new direction development field change relationship new theory technology emerge present fresh challenge novel perspective
Promoting college students learning motivation and creativity through a STEM interdisciplinary PBL humancomputer interaction system design and development course,"In recent years, STEM (Science, Technology, Engineering, and Mathematics) has been extensively advocated implemented in education, as it is suggested to be very impactful on student’s interdisciplinary learning, which can seen a significant driving force for country’s advancement scientific technical knowledge, innovation, economy, international competitiveness. Developing human-computer interaction (HCI) system solve real-world problems requires the inventors have knowledge skills. Thus Interdisciplinary Project-based Learning (IPBL) approach was applied teach total number of 45 college students registered departments engineering design. Inspired by Design Thinking, 18-week IPBL course delivered through four phases, including discover, define, develop, deliver. All finished HCI projects skills from domains STEM. Evidence drawn 6-point Likert ‘Motivated Strategies Questionnaire (MSLQ)’ indicated that improved participants’ (a) overall learning motivation (Pre M = 4.4, Post 4.64; p .012), (b) self-efficacy 4.03, 4.43; .003), (c) enjoyableness 4.68, 4.75; .556), (d) recognizing significance future career development 4.73, 4.94; .077). It also found compared with design majored students, had better effect students. collected ‘Abbreviated Torrance Test Adults (ATTA)’ creativity significantly 63.36, 68.44; .000). More specifically, among facets creativity, improvements were follows: fluency 14.89, 16.2; .001), elaboration 16.69, 18.62; .000), flexibility 14.82, 16.04; .009), originality 16.96, 17.58; .136). different impact student's originality, while (p .006), did not change. Some educational implications provided article.",13-09-2018,Thinking Skills and Creativity,https://doi.org/10.1016/j.tsc.2018.09.001,"Hsu-Chan Kuo, Yuan‐Chi Tseng, Ya-Ting Carolyn Yang",136,In recent years STEM Science Technology Engineering and Mathematics has been extensively advocated implemented in education as it is suggested to be very impactful on students interdisciplinary learning which can seen a significant driving force for countrys advancement scientific technical knowledge innovation economy international competitiveness Developing humancomputer interaction HCI system solve realworld problems requires the inventors have knowledge skills Thus Interdisciplinary Projectbased Learning IPBL approach was applied teach total number of 45 college students registered departments engineering design Inspired by Design Thinking 18week IPBL course delivered through four phases including discover define develop deliver All finished HCI projects skills from domains STEM Evidence drawn 6point Likert Motivated Strategies Questionnaire MSLQ indicated that improved participants a overall learning motivation Pre M  44 Post 464 p 012 b selfefficacy 403 443 003 c enjoyableness 468 475 556 d recognizing significance future career development 473 494 077 It also found compared with design majored students had better effect students collected Abbreviated Torrance Test Adults ATTA creativity significantly 6336 6844 000 More specifically among facets creativity improvements were follows fluency 1489 162 001 elaboration 1669 1862 000 flexibility 1482 1604 009 originality 1696 1758 136 different impact students originality while p 006 did not change Some educational implications provided article,recent year stem science technology engineering mathematic extensively advocate implement education suggest impactful student interdisciplinary learning see significant driving force countrys advancement scientific technical knowledge innovation economy international competitiveness develop humancomputer interaction hci system solve realworld problem require inventor knowledge skill interdisciplinary projectbase learn ipbl approach apply teach total number college student register departments engineering design inspire design thinking ipbl course deliver phase include discover define develop deliver finish hci project skill domain stem evidence draw likert motivated strategy questionnaire mslq indicate improve participant overall learning motivation pre m post p b selfefficacy c enjoyableness d recognizing significance future career development find compare design major student well effect student collect abbreviate torrance test adult atta creativity significantly specifically facet creativity improvement follow fluency elaboration flexibility originality different impact student originality p change educational implication provide article
HumanComputer Interaction  INTERACT 2021,"It is our great pleasure to welcome you the 18th IFIP TC13 International Conference on Human-Computer Interaction, INTERACT 2021, one of most important conferences in area Interaction at a world-wide level.INTERACT 2021 was held Bari (Italy) from August 30 -September 3, cooperation with ACM and under patronage University Aldo Moro.This second time that Italy, after edition Rome September 2005.The Villa Romanazzi Carducci Hotel, which hosted provided right context for welcoming participants, thanks its liberty-period villa immersed beautiful park.Due COVID-19 pandemic, hybrid mode allow attendees who could not travel participate conference.INTERACT every two years well appreciated by international community, attracting experts broad range backgrounds, coming all over world sharing common interest HCI, make technology effective useful people their daily life.The theme ""Sense, Feel, Design,"" highlighted new interaction design challenges.Technology today more widespread, pervasive blended we live in.On side, devices sense humans' activities have potential provide an enriched interaction.On other user experience can be further enhanced exploiting multisensorial technologies.The traditional human senses vision hearing touch, smell, taste, emotions taken into account when designing future interactions.The hot topic this Human-Centered Artificial Intelligence, implies considering AI systems are built evaluating how these support people's goals activities.There also considerable attention paid usable security theme.Not surprisingly, pandemic social distancing turned HCI researchers towards difficulties performing user-centered modified aspects interaction.With this, 2021.Several worked hard conference as pleasurable possible, hope will truly enjoy it.",01-01-2021,Lecture Notes in Computer Science,https://doi.org/10.1007/978-3-030-85623-6,"Carmelo Ardito, Rosa Lanzilotti, Alessio Malizia, Helen Petrie, Antonio Piccinno, Giuseppe Desolda, Kori Inkpen",48,It is our great pleasure to welcome you the 18th IFIP TC13 International Conference on HumanComputer Interaction INTERACT 2021 one of most important conferences in area Interaction at a worldwide levelINTERACT 2021 was held Bari Italy from August 30 September 3 cooperation with ACM and under patronage University Aldo MoroThis second time that Italy after edition Rome September 2005The Villa Romanazzi Carducci Hotel which hosted provided right context for welcoming participants thanks its libertyperiod villa immersed beautiful parkDue COVID19 pandemic hybrid mode allow attendees who could not travel participate conferenceINTERACT every two years well appreciated by international community attracting experts broad range backgrounds coming all over world sharing common interest HCI make technology effective useful people their daily lifeThe theme Sense Feel Design highlighted new interaction design challengesTechnology today more widespread pervasive blended we live inOn side devices sense humans activities have potential provide an enriched interactionOn other user experience can be further enhanced exploiting multisensorial technologiesThe traditional human senses vision hearing touch smell taste emotions taken into account when designing future interactionsThe hot topic this HumanCentered Artificial Intelligence implies considering AI systems are built evaluating how these support peoples goals activitiesThere also considerable attention paid usable security themeNot surprisingly pandemic social distancing turned HCI researchers towards difficulties performing usercentered modified aspects interactionWith this 2021Several worked hard conference as pleasurable possible hope will truly enjoy it,great pleasure welcome ifip international conference humancomputer interaction interact important conference area interaction worldwide levelinteract hold bari italy august september cooperation acm patronage university aldo morothis second time italy edition rome september villa romanazzi carducci hotel host provide right context welcome participant thank libertyperiod villa immerse beautiful parkdue pandemic hybrid mode allow attendee travel participate conferenceinteract year appreciate international community attract expert broad range background come world share common interest hci technology effective useful people daily lifethe theme sense feel design highlight new interaction design challengestechnology today widespread pervasive blend live inon device sense human activity potential provide enrich interactionon user experience enhanced exploit multisensorial technologiesthe traditional human sense vision hear touch smell taste emotion take account design future interactionsthe hot topic humancentere artificial intelligence imply consider ai system build evaluate support people goal activitiesthere considerable attention pay usable security themenot surprisingly pandemic social distancing turn hci researcher difficulty perform usercentere modify aspect interactionwith work hard conference pleasurable possible hope truly enjoy
Eye Tracking Based Control System for Natural HumanComputer Interaction,"Eye movement can be regarded as a pivotal real-time input medium for human-computer communication, which is especially important people with physical disability. In order to improve the reliability, mobility, and usability of eye tracking technique in user-computer dialogue, novel control system integrating both mouse keyboard functions proposed this paper. The focuses on providing simple convenient interactive mode by only using user's eye. usage flow designed perfectly follow human natural habits. Additionally, magnifier module allow accurate operation. experiment, two tasks different difficulty (searching article browsing multimedia web) were done compare tool an existing system. Technology Acceptance Model (TAM) measures are used evaluate perceived effectiveness our It demonstrated that very effective regard interface design.",18-12-2017,Computational Intelligence and Neuroscience,https://doi.org/10.1155/2017/5739301,"Xuebai Zhang, Xiaolong Liu, Shyan‐Ming Yuan, Shu-Fan Lin",67,Eye movement can be regarded as a pivotal realtime input medium for humancomputer communication which is especially important people with physical disability In order to improve the reliability mobility and usability of eye tracking technique in usercomputer dialogue novel control system integrating both mouse keyboard functions proposed this paper The focuses on providing simple convenient interactive mode by only using users eye usage flow designed perfectly follow human natural habits Additionally magnifier module allow accurate operation experiment two tasks different difficulty searching article browsing multimedia web were done compare tool an existing system Technology Acceptance Model TAM measures are used evaluate perceived effectiveness our It demonstrated that very effective regard interface design,eye movement regard pivotal realtime input medium humancomputer communication especially important people physical disability order improve reliability mobility usability eye tracking technique usercomputer dialogue novel control system integrate mouse keyboard function propose paper focus provide simple convenient interactive mode user eye usage flow design perfectly follow human natural habit additionally magnifier module allow accurate operation experiment task different difficulty search article browse multimedia web compare tool exist system technology acceptance model tam measure evaluate perceive effectiveness demonstrate effective regard interface design
Promoting college students learning motivation and creativity through a STEM interdisciplinary PBL humancomputer interaction system design and development course,"In recent years, STEM (Science, Technology, Engineering, and Mathematics) has been extensively advocated implemented in education, as it is suggested to be very impactful on student’s interdisciplinary learning, which can seen a significant driving force for country’s advancement scientific technical knowledge, innovation, economy, international competitiveness. Developing human-computer interaction (HCI) system solve real-world problems requires the inventors have knowledge skills. Thus Interdisciplinary Project-based Learning (IPBL) approach was applied teach total number of 45 college students registered departments engineering design. Inspired by Design Thinking, 18-week IPBL course delivered through four phases, including discover, define, develop, deliver. All finished HCI projects skills from domains STEM. Evidence drawn 6-point Likert ‘Motivated Strategies Questionnaire (MSLQ)’ indicated that improved participants’ (a) overall learning motivation (Pre M = 4.4, Post 4.64; p .012), (b) self-efficacy 4.03, 4.43; .003), (c) enjoyableness 4.68, 4.75; .556), (d) recognizing significance future career development 4.73, 4.94; .077). It also found compared with design majored students, had better effect students. collected ‘Abbreviated Torrance Test Adults (ATTA)’ creativity significantly 63.36, 68.44; .000). More specifically, among facets creativity, improvements were follows: fluency 14.89, 16.2; .001), elaboration 16.69, 18.62; .000), flexibility 14.82, 16.04; .009), originality 16.96, 17.58; .136). different impact student's originality, while (p .006), did not change. Some educational implications provided article.",01-03-2019,Thinking Skills and Creativity,https://doi.org/10.1016/j.tsc.2018.09.001,"Hsu-Chan Kuo, Yuan‐Chi Tseng, Ya-Ting Carolyn Yang",132,In recent years STEM Science Technology Engineering and Mathematics has been extensively advocated implemented in education as it is suggested to be very impactful on students interdisciplinary learning which can seen a significant driving force for countrys advancement scientific technical knowledge innovation economy international competitiveness Developing humancomputer interaction HCI system solve realworld problems requires the inventors have knowledge skills Thus Interdisciplinary Projectbased Learning IPBL approach was applied teach total number of 45 college students registered departments engineering design Inspired by Design Thinking 18week IPBL course delivered through four phases including discover define develop deliver All finished HCI projects skills from domains STEM Evidence drawn 6point Likert Motivated Strategies Questionnaire MSLQ indicated that improved participants a overall learning motivation Pre M  44 Post 464 p 012 b selfefficacy 403 443 003 c enjoyableness 468 475 556 d recognizing significance future career development 473 494 077 It also found compared with design majored students had better effect students collected Abbreviated Torrance Test Adults ATTA creativity significantly 6336 6844 000 More specifically among facets creativity improvements were follows fluency 1489 162 001 elaboration 1669 1862 000 flexibility 1482 1604 009 originality 1696 1758 136 different impact students originality while p 006 did not change Some educational implications provided article,recent year stem science technology engineering mathematic extensively advocate implement education suggest impactful student interdisciplinary learning see significant driving force countrys advancement scientific technical knowledge innovation economy international competitiveness develop humancomputer interaction hci system solve realworld problem require inventor knowledge skill interdisciplinary projectbase learn ipbl approach apply teach total number college student register departments engineering design inspire design thinking ipbl course deliver phase include discover define develop deliver finish hci project skill domain stem evidence draw likert motivated strategy questionnaire mslq indicate improve participant overall learning motivation pre m post p b selfefficacy c enjoyableness d recognizing significance future career development find compare design major student well effect student collect abbreviate torrance test adult atta creativity significantly specifically facet creativity improvement follow fluency elaboration flexibility originality different impact student originality p change educational implication provide article
A Review of HumanComputer Interaction and Virtual Reality Research Fields in Cognitive InfoCommunications,"Cognitive infocommunications (CogInfoCom) is a young and evolving discipline that at the crossroads of information communication technology (ICT) cognitive sciences with many promising results. The goal field to provide insights into how human capabilities can be merged extended digital devices surrounding us, enabling more seamless interactions between humans artificially agents. Results in have already led appearance numerous CogInfoCom-based technological innovations. For example, has better understanding learn effectively, development new kinds learning environment followed accordingly. this paper summarize some most recent results CogInfoCom introduce important research trends, developments innovations play key role supporting merging processes ICT.",16-03-2021,Applied Sciences,https://doi.org/10.3390/app11062646,József Katona,80,Cognitive infocommunications CogInfoCom is a young and evolving discipline that at the crossroads of information communication technology ICT cognitive sciences with many promising results The goal field to provide insights into how human capabilities can be merged extended digital devices surrounding us enabling more seamless interactions between humans artificially agents Results in have already led appearance numerous CogInfoCombased technological innovations For example has better understanding learn effectively development new kinds learning environment followed accordingly this paper summarize some most recent results CogInfoCom introduce important research trends developments innovations play key role supporting merging processes ICT,cognitive infocommunication coginfocom young evolve discipline crossroad information communication technology ict cognitive science promising result goal field provide insight human capability merge extend digital device surround enable seamless interaction human artificially agent result lead appearance numerous coginfocombase technological innovation example well understanding learn effectively development new kind learn environment follow accordingly paper summarize recent result coginfocom introduce important research trend development innovation play key role support merging process ict
Humancomputer interactionbased Decision Support System with Applications in Data Mining,"Human–computer interaction (HCI) plays a vital role in modern intelligent systems, such as brain–machine integration, human action recognition, telemedicine, and somatosensory game. A decision support system is combination of the information decision-making technology. Visual human–computer key technique system. This paper proposes new visual applicable for industrial applications, i.e. data mining topics. To assist performance proposed system, it designed applications. Furthermore, architecture analyzed based on practical case study. The comprehensive experiment shows that method effective robust comparison to other methods.",24-07-2020,Future Generation Computer Systems,https://doi.org/10.1016/j.future.2020.07.048,"Yuliang Yun, Dexin Ma, Meihong Yang",75,Humancomputer interaction HCI plays a vital role in modern intelligent systems such as brainmachine integration human action recognition telemedicine and somatosensory game A decision support system is combination of the information decisionmaking technology Visual humancomputer key technique system This paper proposes new visual applicable for industrial applications ie data mining topics To assist performance proposed system it designed applications Furthermore architecture analyzed based on practical case study The comprehensive experiment shows that method effective robust comparison to other methods,humancomputer interaction hci play vital role modern intelligent system brainmachine integration human action recognition telemedicine somatosensory game decision support system combination information decisionmake technology visual humancomputer key technique system paper propose new visual applicable industrial application ie datum mining topic assist performance propose system design application furthermore architecture analyze base practical case study comprehensive experiment show method effective robust comparison method
HumanComputer Interaction in Customer Service The Experience with AI ChatbotsA Systematic Literature Review,"Artificial intelligence (AI) conversational agents (CA) or chatbots represent one of the technologies that can provide automated customer service for companies, a trend encountered in recent years. Chatbot use is beneficial companies when associated with positive experience. The purpose this paper to analyze overall experience order identify main influencing factors and resulting dimensions (such as perceptions/attitudes feelings also responses behaviors). analysis uses systematic literature review (SLR) method includes sample 40 publications present empirical studies. results illustrate are grouped three categories: chatbot-related, customer-related, context-related factors, where chatbot-related further categorized in: functional features chatbots, system anthropomorphic chatbots. multitude result either negative customers. At same time, customers respond by manifesting their intentions and/or behaviors towards technology itself (chatbot usage continuation acceptance chatbot recommendations) company (buying recommending products). According studies, most influential using response relevance problem resolution, which usually satisfaction, increased probability continuation, product purchases, recommendations.",15-05-2022,Electronics,https://doi.org/10.3390/electronics11101579,"Luminița Nicolescu, Monica Teodora Tudorache",85,Artificial intelligence AI conversational agents CA or chatbots represent one of the technologies that can provide automated customer service for companies a trend encountered in recent years Chatbot use is beneficial companies when associated with positive experience The purpose this paper to analyze overall experience order identify main influencing factors and resulting dimensions such as perceptionsattitudes feelings also responses behaviors analysis uses systematic literature review SLR method includes sample 40 publications present empirical studies results illustrate are grouped three categories chatbotrelated customerrelated contextrelated factors where chatbotrelated further categorized in functional features chatbots system anthropomorphic chatbots multitude result either negative customers At same time customers respond by manifesting their intentions andor behaviors towards technology itself chatbot usage continuation acceptance chatbot recommendations company buying recommending products According studies most influential using response relevance problem resolution which usually satisfaction increased probability continuation product purchases recommendations,artificial intelligence ai conversational agent chatbot represent technology provide automate customer service company trend encounter recent year chatbot use beneficial company associate positive experience purpose paper analyze overall experience order identify main influencing factor result dimension perceptionsattitudes feeling response behavior analysis use systematic literature review slr method include sample publication present empirical study result illustrate group category chatbotrelate customerrelate contextrelate factor chatbotrelate categorize functional feature chatbot system anthropomorphic chatbot multitude result negative customer time customer respond manifest intention andor behavior technology chatbot usage continuation acceptance chatbot recommendation company buy recommend product accord study influential response relevance problem resolution usually satisfaction increase probability continuation product purchase recommendation
Do We Care About Diversity in Human Computer Interaction,"In Human-Computer Interaction (HCI) research, awareness for the relevance of diversity users is increasing. this work, we analyze whether articulated need more diversity-sensitive research led indeed to a higher consideration in HCI research. Based on comprehensive collection dimensions, present results quantitative content analysis articles accepted Proceedings Conference Human Factors Computing Systems 2006, 2011, and 2016. Results demonstrate how many intensively dimensions were considered, moreover highlight those that have so far received less attention. Uncovering continuous discontinuous trends across time differences between subfields identify gaps aim at contributing understanding supporting HCI.",02-05-2019,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,https://doi.org/10.1145/3290605.3300720,"Julia Himmelsbach, Stephanie Schwarz, Cornelia Gerdenitsch, Beatrix Wais-Zechmann, Jan Bobeth, Manfred Tscheligi",57,In HumanComputer Interaction HCI research awareness for the relevance of diversity users is increasing this work we analyze whether articulated need more diversitysensitive research led indeed to a higher consideration in HCI research Based on comprehensive collection dimensions present results quantitative content analysis articles accepted Proceedings Conference Human Factors Computing Systems 2006 2011 and 2016 Results demonstrate how many intensively dimensions were considered moreover highlight those that have so far received less attention Uncovering continuous discontinuous trends across time differences between subfields identify gaps aim at contributing understanding supporting HCI,humancomputer interaction hci research awareness relevance diversity user increase work analyze articulate need diversitysensitive research lead high consideration hci research base comprehensive collection dimension present result quantitative content analysis article accept proceeding conference human factor compute system result demonstrate intensively dimension consider highlight far receive attention uncover continuous discontinuous trend time difference subfield identify gap aim contribute understanding support hci
HumanComputer Interaction for Recognizing Speech Emotions Using Multilayer Perceptron Classifier,"Human-computer interaction (HCI) has seen a paradigm shift from textual or display-based control toward more intuitive modalities such as voice, gesture, and mimicry. Particularly, speech great deal of information, conveying information about the speaker's inner condition his/her aim desire. While word analysis enables request to be understood, other features disclose mood, purpose, motive. As result, emotion recognition become critical in current human-computer systems. Moreover, findings several professions involved are difficult combine. Many sound methods have been developed past. However, it was not possible provide an emotional people live speech. Today, development artificial intelligence high performance deep learning bring studies on data fore. This study aims detect emotions human voice using methods. One most important requirements works is data. The Ryerson Audio-Visual Database Emotional Speech Song (RAVDESS) open-source dataset used study. RAVDESS contains than 2000 recorded speeches songs by 24 actors. Data were collected for eight different moods It aimed at detecting classes, including neutral, calm, happy, sad, angry, fearful, disgusted, surprised moods. multilayer perceptron (MLP) classifier, widely supervised algorithm, preferred classification. proposed model's compared with that similar studies, results evaluated. An overall accuracy 81% obtained classifying model dataset.",28-03-2022,Journal of Healthcare Engineering,https://doi.org/10.1155/2022/6005446,"Abeer Ali Alnuaim, Mohammed Zakariah, Prashant Kumar Shukla, Aseel Alhadlaq, Wesam Atef Hatamleh, Hussam Tarazi, R. Sureshbabu, Rajnish Ratna",76,Humancomputer interaction HCI has seen a paradigm shift from textual or displaybased control toward more intuitive modalities such as voice gesture and mimicry Particularly speech great deal of information conveying information about the speakers inner condition hisher aim desire While word analysis enables request to be understood other features disclose mood purpose motive As result emotion recognition become critical in current humancomputer systems Moreover findings several professions involved are difficult combine Many sound methods have been developed past However it was not possible provide an emotional people live speech Today development artificial intelligence high performance deep learning bring studies on data fore This study aims detect emotions human voice using methods One most important requirements works is data The Ryerson AudioVisual Database Emotional Speech Song RAVDESS opensource dataset used study RAVDESS contains than 2000 recorded speeches songs by 24 actors Data were collected for eight different moods It aimed at detecting classes including neutral calm happy sad angry fearful disgusted surprised moods multilayer perceptron MLP classifier widely supervised algorithm preferred classification proposed models compared with that similar studies results evaluated An overall accuracy 81 obtained classifying model dataset,humancomputer interaction hci see paradigm shift textual displaybase control intuitive modality voice gesture mimicry particularly speech great deal information convey information speaker inner condition hisher aim desire word analysis enable request understand feature disclose mood purpose motive result emotion recognition critical current humancomputer system finding profession involve difficult combine sound method develop past possible provide emotional people live speech today development artificial intelligence high performance deep learning bring study datum fore study aim detect emotion human voice method important requirement work datum ryerson audiovisual database emotional speech song ravdess opensource dataset study ravdess contain record speech song actor datum collect different mood aim detect class include neutral calm happy sad angry fearful disgusted surprised mood multilayer perceptron mlp classifier widely supervise algorithm preferred classification propose model compare similar study result evaluate overall accuracy obtain classify model dataset
A neural network to classify fatigue from humancomputer interaction,"Fatigue, especially in its mental form, is one of the most worrying health problems nowadays. It affects not only but also motivation, emotions and feelings has an impact both at individual organizational level. Fatigue monitoring management assumes thus, this century, increased importance, that should be promoted by private organizations governments alike. While traditional approaches are mostly based on questionnaires, paper we present alternative relies observation individual's interaction with computer. We show changes onset fatigue these significant enough to support training a neural network can classify real time. The main outcome work development non-invasive systems for continuous classification effective efficient initiatives, context desk jobs.",01-01-2016,Neurocomputing,https://doi.org/10.1016/j.neucom.2015.03.105,"André Pimenta, Davide Carneiro, José Neves, Paulo Nováis",52,Fatigue especially in its mental form is one of the most worrying health problems nowadays It affects not only but also motivation emotions and feelings has an impact both at individual organizational level Fatigue monitoring management assumes thus this century increased importance that should be promoted by private organizations governments alike While traditional approaches are mostly based on questionnaires paper we present alternative relies observation individuals interaction with computer We show changes onset fatigue these significant enough to support training a neural network can classify real time The main outcome work development noninvasive systems for continuous classification effective efficient initiatives context desk jobs,fatigue especially mental form worrying health problem nowadays affect motivation emotion feeling impact individual organizational level fatigue monitor management assume century increase importance promote private organization government alike traditional approach base questionnaire paper present alternative rely observation individual interaction computer change onset fatigue significant support train neural network classify real time main outcome work development noninvasive system continuous classification effective efficient initiative context desk job
A Realtime Hand Gesture Recognition and HumanComputer Interaction System,"In this project, we design a real-time human-computer interaction system based on hand gesture. The whole consists of three components: detection, gesture recognition and (HCI) recognition; realizes the robust control mouse keyboard events with higher accuracy recognition. Specifically, use convolutional neural network (CNN) to recognize gestures makes it attainable identify relatively complex using only one cheap monocular camera. We introduce Kalman filter estimate position which cursor is realized in stable smooth way. During HCI stage, develop simple strategy avoid false caused by noises - mostly transient, gestures, thus improve reliability interaction. developed highly extendable can be used human-robotic or other human-machine scenarios more command formats rather than just events.",01-01-2017,Failed to retrieve data,https://doi.org/10.48550/arxiv.1704.07296,Pei Xu,60,In this project we design a realtime humancomputer interaction system based on hand gesture The whole consists of three components detection gesture recognition and HCI recognition realizes the robust control mouse keyboard events with higher accuracy recognition Specifically use convolutional neural network CNN to recognize gestures makes it attainable identify relatively complex using only one cheap monocular camera We introduce Kalman filter estimate position which cursor is realized in stable smooth way During HCI stage develop simple strategy avoid false caused by noises  mostly transient gestures thus improve reliability interaction developed highly extendable can be used humanrobotic or other humanmachine scenarios more command formats rather than just events,project design realtime humancomputer interaction system base hand gesture consist component detection gesture recognition hci recognition realize robust control mouse keyboard event high accuracy recognition specifically use convolutional neural network cnn recognize gesture make attainable identify relatively complex cheap monocular camera introduce kalman filter estimate position cursor realize stable smooth way hci stage develop simple strategy avoid false cause noise transient gesture improve reliability interaction develop highly extendable humanrobotic humanmachine scenario command format event
